internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
147295216,Flaviporus citrinellus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,MERULIACEAE,Flaviporus,citrinellus,,,,,(Niemelä &amp; Ryvarden) Ginns,
147296771,Microglossum atropurpureum,FUNGI,ASCOMYCOTA,GEOGLOSSOMYCETES,GEOGLOSSALES,GEOGLOSSACEAE,Microglossum,atropurpureum,,,,,(Batsch) P. Karst.,"The name<em> Geoglossum atropurpureum</em> (Batsch) Pers. is used in many countries. Based on molecular data this is not a <em>Geoglossum</em>, it is not even in the new class Geoglossomycetes but in the Leotiomycetes (Ohenoja <em>et al</em>. 2010, Schoch <em>et al</em>. 2009, Hustad <em>et al</em>. 2013). The proper generic name still remains unclear (<em>Thuemenidium atropurpureum</em> (Pers.) Kuntze, or <em>Microglossum atropurpureum</em> (Pers.) Sacc.; Ohenoja <em>et al</em>. 2010, Hustad <em>et al</em>. 2013), but <em>Microglossum </em>is used here. The taxonomic status of GBIF occurrences in North America is uncertain but accepted here for the time being. Provisionally, a few occurrences from Japan and New Zealand are regarded as a probably related species."
147908875,Gloiocephala cerkezii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,PHYSALACRIACEAE,Gloiocephala,cerkezii,,,,,Tkalčec &amp; Mešić,
147321031,Cuphophyllus canescens,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Cuphophyllus,canescens,,,,,(A.H. Sm. &amp; Hesler) Bon,"<em>Cuphophyllus </em>is a genus separate from <em>Hygrocybe s.str.</em>, and <em>C. canescens</em> (A.H. Sm. &amp; Hesler) Bon clearly belongs here (Lodge <em>et al</em>. 2013). <em>C. canescens</em> from N Europe and N America seem to be conspecific based on molecular data (Ellen Larsson, Sweden, unpublished); the type is from N America. The taxonomic status of one GBIF occurence in Japan and one in New Zealand is uncertain; these could be other taxa and will not be further treated here."
147965892,Hygrocybe coccineocrenata,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Hygrocybe,coccineocrenata,,,,,(P.D. Orton) M.M. Moser,"Recent molecular systematic studies indicate that this species may be a complex, leading to miss-identifications, unpublished data.&#160;"
147321083,Cuphophyllus colemannianus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Cuphophyllus,colemannianus,,,,,(A. Bloxam) Bon,
147321394,Cuphophyllus lacmus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Cuphophyllus,lacmus,,,,,(Schumach.) Bon,"According to Lodge <em>et al</em>. (2013) this species formally known as&#160;<em>Hygrocybe lacmus</em> belongs to the genus <em>Cuphophyllus </em>and the correct name for this taxon is <em>Cuphophyllus lacmus</em> (Schumach.) Bon. Another taxon, <em>C. subviolaceus</em> (Peck) P.D. Orton et Watling described in North America, is often regarded as a synonym of <em>C. lacmus</em>. Preliminary genetic analyses of North American material (Lodge <em>et al</em>. 2013) suggest that these two taxa are not conspecific. Therefore, North American and other extra-European specimens identified as <em>C. lacmus</em> or <em>C. subviolaceus</em> should be compared with original European material by molecular and morphological methods. Until then, <em>C. lacmus</em> is treated as distributed in Europe only."
147321554,Neohygrocybe nitrata,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Neohygrocybe,nitrata,,,,,(Pers.) Wünsche,"The species is moved from <em>Hygrocybe s. lat.</em> to <em>Neohygrocybe</em>, as<em> N. nitrata</em> (Pers.) Kovalenko, based on molecular methods (Lodge <em>et al</em>. 2013). The type is from England. The taxonomic status of a few GBIF occurrences in N America is uncertain; one sequenced was <em>H. ingrata</em> (Lodge <em>et al</em>. 2013) and these will therefore not be further treated here. One specimen sequenced from Russia was another species (Lodge <em>et al</em>. 2013). Synonyms: <em>Hygrophorus nitratus</em> (Pers.) Fr., <em>Hygrocybe nitrata</em> (Pers.) Wünsche, <em>Hygrocybe murinacea</em> <em>ss. auct</em>."
147321622,Hygrocybe ovina,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Hygrocybe,ovina,,,,,(Bull.) Kühner,"According to Lodge <em>et al</em>. (2013) <em>H. ovina</em> belongs to the genus <em>Neohygrocybe </em>and the correct name for this taxon is <em>Neohygrocybe ovina</em> (Bull.) Herink.<br/><br/>There is a similar North American species <em>Neohygrocybe subovina</em> (Hesler &amp; A.H. Sm.) Lodge &amp; Padamsee described by Hesler &amp; Smith (1963). The same authors also reported <em>N. ovina</em> in North America. In GBIF portal there are 23 records of this species from the USA.&#160;At least some North American collections should be compared with original European specimens by molecular and morphological methods. Until then, the species is treated as distributed in Europe only."
147321720,Hygrocybe punicea,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Hygrocybe,punicea,,,,,(Fr.) P. Kumm.,"According to present knowledge, <em>Hygrocybe punicea</em> is a rare species distributed throughout most of Europe and Western Russia. It is also reported from North America, Canada, Australia and Asia (Japan, Korea, Asian part of Russia, etc.). Specimens of <em>H. punicea</em> throughout the whole distribution range should be studied by morphological and molecular taxonomic methods to find out whether they are conspecific. For now, the species is treated as distributed only in Europe."
147321990,Hygrocybe splendidissima,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Hygrocybe,splendidissima,,,,,(P.D. Orton) M.M. Moser,"<em>Hygrocybe splendidissima</em> belongs in <em>Hygrocybe s.str.</em> close to <em>H. coccinea</em> and <em>H. punicea</em>, based on molecular methods (Lodge <em>et al</em>. 2013). The type is from England. It can be confused with <em>H. coccinea</em>, but has e.g. more or less free lamellae. The taxonomic status of GBIF occurrences in the west coast of USA is uncertain; this could be another taxon and will not be further treated here."
147323466,Hygrophorus subviscifer,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Hygrophorus,subviscifer,,,,,(P. Karst.) Harmaja,The species was first described from Finland by Karsten as <em>Agaricus subviscifer</em> in 1878 and placed in the genus <em>Hygrophorus </em>by Harmaja in 1985. Was also described by M.M. Moser 1967 as <em>Hygrophorus spodoleucus</em>.
147430392,Hyphoderma etruriae,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,MERULIACEAE,Hyphoderma,etruriae,,,,,Bernicchia,"<p>Bernicchia (1993) described this corticioid species collected from the Burano Reserve in Southern Tuscany. The species belongs to the family Meruliaceae (Polyporales). <em>Hyphoderma etruriae</em> differs from the other species of the same genus by its grandinioid hymenophore, capitate cystidia, encrusted cystidial hyphal ends and cylindrical ellipsoid spores. According to (1993), it is a well-distinguished species, microscopically similar only to <em>Hyphoderma orphanellum</em> (Bourdot &amp; Galzin) Donk.</p><p><br/></p><p></p>"
147430901,Laccaria maritima,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYDNANGIACEAE,Laccaria,maritima,,,,,(Theodor.) Singer,
147437401,Perenniporia medulla-panis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,POLYPORACEAE,Perenniporia,medulla-panis,,,,,(Jacq.) Donk,"According to Decock and Stalpers (2006) the concept of <em>P. medulla-panis</em> used of e.g. Ryvarden and Gilbertson (1994) was broad and included two species in Europe. As defined by Decock and Stalpers (2006) <em>P. medulla-panis</em> is known only from Europe (ranging from Italy to Norway, eastward to Russia). In this assessment, we use the definition of species by Decock and Stalpers (2006)."
147440380,Pluteus fenzlii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,PLUTEACEAE,Pluteus,fenzlii,,,,,(Schulzer) Corriol &amp; P.-A. Moreau,"There is a very similar species in North America, <em>Pluteus mammillatus</em> (Longyear) Minnis, Sundb. &amp; Methven (Minnis <em>et al</em>. 2006), which differs from <em>P. fenzlii</em> only by white to greyish-red lamellar edge (yellow in<em> P. fenzlii</em>)."
147440473,Picipes rhizophilus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,POLYPORACEAE,Picipes,rhizophilus,,,,,(Pat.) J.L. Zhou &amp; B.K. Cui,<em>Polyporus cryptopus</em> is currently considered to be a synonym of&#160;<em>Picipes rhizophilus.</em>
147440561,Pseudoplectania melaena,FUNGI,ASCOMYCOTA,PEZIZOMYCETES,PEZIZALES,SARCOSOMATACEAE,Pseudoplectania,melaena,,,,,(Fr.) Sacc.,
148050068,Resinoporia piceata,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,FOMITOPSIDACEAE,Resinoporia,piceata,,,,,"(K. Runnel, Spirin &amp; Vlasák) Audet",The species was previously considered conspecific with <em>Amyloporia (Antrodia) sitchensis</em>. The distinction of the species from morphologically similar species relies mainly on the DNA characters and distribution ranges (Spirin <em>et al</em>. 2015). Recently the species was moved to genus <em>Resinoporia </em>(Audet 2017).
147533826,Sarcodontia crocea,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,MERULIACEAE,Sarcodontia,crocea,,,,,(Schwein.) Kotl.,
148080667,Antrodia alpina,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,FOMITOPSIDACEAE,Antrodia,alpina,,,,,(Litsch.) Gilb. &amp; Ryvarden,"NCBI-Genbank (accessed 12 March 2019) display 7 sequences of so-called <em>Antrodia alpina</em>, 5 from USA and 2 without geographic source from a Taiwanese research group. The cited publication for the US-collections (Ortiz-Santana <em>et al</em>. 2013), however, does not contain <em>Antrodia alpina</em>. No European specimen of this species nor the type collection has yet been sequenced. In this assessment, the records from USA and Tawain are not considered to be conspecific with the European taxon."
147535240,Stereopsis vitellina,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,POLYPORALES,STERIOPSIDACEAE,Stereopsis,vitellina,,,,,(S. Lundell) D.A. Reid,<em>Stereopsis vitellina</em> is not currently classified in the same order as the generic type but further work is needed to resolve its generic placement (Sjökvist<em> et al.</em> 2014).
147537697,Paraxerula caussei,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,PHYSALACRIACEAE,Paraxerula,caussei,,,,,caussei (Maire) R.H. Petersen,<em>Paraxerula </em>is the current name (Petersen and Hughes 2010).
148187454,Cortinarius pinophilus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,CORTINARIACEAE,Cortinarius,pinophilus,,,,,Soop,
148203182,Ramaria rufescens,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,GOMPHALES,GOMPHACEAE,Ramaria,rufescens,,,,,(Schaeff.) Corner,"The species has also been called <em>Ramaria lacteobrunnescens</em>, and some records/reports might be under this name."
147534726,Squamanita pearsonii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,TRICHOLOMATACEAE,Squamanita,pearsonii,,,,,Bas,
147537682,Xeromphalina junipericola,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,MYCENACEAE,Xeromphalina,junipericola,,,,,G. Moreno &amp; Heykoop,"<p>Moreno and Heykoop (1996) described this species from Guadalajara province in Spain.</p><p>The Index Fungorum online database available at&#160;<a href=""http://www.indexfungorum.org/"">http://www.indexfungorum.org/</a></span>&#160;&#160;</p>"
148209013,Entoloma eugenei,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,ENTOLOMATACEAE,Entoloma,eugenei,,,,,Noordel. &amp; O.V. Morozova,
70414223,Echinodontium ryvardenii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,ECHINODONTIACEAE,Echinodontium,ryvardenii,,,,,Bernicchia &amp; Piga,Sequencing for AFTOL project shows it is not closely related to the type of the genus (Larsson &amp; Larsson 2003). It is expected that it will be transferred to another genus but this has no bearing on its conservation status.
125434807,Porpolomopsis calyptriformis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Porpolomopsis,calyptriformis,,,,,(Berk.) Bresinsky,"Sequencing data from records assigned to&#160;<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">Porpolomopsis calyptriformis</em>&#160;in the USA (from the Great Smoky Mountain National Park) show that they are not the same species (Lodge&#160;<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">et al</em>. 2014, Lodge&#160;<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">et al</em>. unpublished results). Unsequenced collections in Mushroom Observer from the USA (Ohio, California and North Carolina), and from Canada (Quebec), don’t fit the typical morphology of the European&#160;<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">P. calyptriformis</em>&#160;and also probably aren’t the same species (Lodge, personal communication). However, because a variety of&#160;<em style=""margin: 0px; padding: 0px; font-family: Arial, sans-serif; font-size: 11px; background-color: rgb(255, 255, 255);"">P. calyptriformis</em>&#160;has been described from the Dominican Republic at high elevation on the island of Hispaniola, one can’t rule out the possibility that it occurs in the western hemisphere (Lodge, personal communication)."
154219903,Abstoma purpureum,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AGARICACEAE,Abstoma,purpureum,,,,,(Lloyd) G. Cunn.,"<em>Abstoma purpureum</em> is a New Zealand endemic thick-skinned, saprotrophic sand-dune puffball. The white golf-ball sized fruitbodies are noticeable. Australian records under the name <em>Abstoma purpureum</em> are likely to be misidentifications of <em>Abstoma reticulatum</em>. The only deposited sequence of <em>Abstoma purpureum</em> from the USA, 1923 is a misidentification of a <em>Mycenastrum</em>."
154224278,Amanita mumura,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,mumura,,,,,G.S. Ridl.,"The ectomycorrhizal genus <em>Amanita</em>&#160;is well studied in New Zealand, with relatively few, and well recorded species. <em>Amanita mumura</em> is a distinctive uncommon endemic species associated with Nothofagaceae and Myrtaceae."
154229910,Amanita pumatona,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,pumatona,,,,,G.S. Ridl.,
154237654,Chalciporus aurantiacus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Chalciporus,aurantiacus,,,,,(McNabb) Pegler &amp; T.W.K. Young,"<em>Chalciporus aurantiacus</em> is an uncommon New Zealand endemic of beech forests (Nothofagaceae). It is similar to the common, introduced <em>Chalciporis piperatus</em> but has more persistent orange/red colours and lacks the yellow mycelium at the stipe base, which is diagnostic of <em>C. piperatus</em>."
154238045,Cortinarius nivalis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,CORTINARIACEAE,Cortinarius,nivalis,,,,,(E. Horak) Peintner &amp; M.M. Moser,<em>Cortinarius nivalis</em> is one of the truffle-like species in the genus. It is pure white and slimy and readily recognised. The species is sequence barcoded (type sequence) and phylogenetically well classified. This group of fungi has been extensively surveys in New Zealand for at least 50 years.
154239294,Deconica baylisiana,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,STROPHARIACEAE,Deconica,baylisiana,,,,,(E. Horak) J.A. Cooper,<em>Deconica baylissiana</em> is a saprophytic secotioid (pouch) fungus endemic in southern New Zealand. It is the only such New Zealand species associated with upland/alpine grassland and is easily seen and recognised due to its bright colour in open habitat. The species is sequence barcoded and phylogenetically well characterised. Truffle-like species have been extensively surveyed in New Zealand for over 50 years.
154239816,Flammulina stratosa,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,PHYSALACRIACEAE,Flammulina,stratosa,,,,,"Redhead, R.H. Petersen &amp; Methven",<em>Flammulina stratosa</em> is a diminutive <em>Flammulina </em>with a long stipe reminiscent of <em>Phaeocollybia</em> and growing on wood of southern beech (Nothofagaceae). The species is sequence barcoded and occupies an isolated and basal position in the genus. Its nearest relative is <em>Flammulina similis</em> from Argentina indicating a Gondwana distribution for the two species.
154262736,Cortinarius crypticus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,CORTINARIACEAE,Cortinarius,crypticus,,,,,(E. Horak) Soop &amp; B. Oertel,"<em>Cortinarius crypticus</em>&#160;(previously&#160;<em>Gigasperma cryptica</em>) is a relatively white small truffle-like species ectomyorrhizal with southern beech (Nothofagaceaea). It is recognised due to the contrasting marbled gleba, an odour of garlic, and very large spores (to 36um long). The species is sequence barcoded and phylogenetically well characterised. Truffle-like species have been extensively surveyed in New Zealand for over 50 years."
154263558,Gloeocantharellus dingleyae,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,GOMPHALES,GOMPHACEAE,Gloeocantharellus,dingleyae,,,,,(Segedin) Giachini,<em>Gloeocantharellus dingleyae</em> is an uncommon large fleshy club fungus not easily mistaken for any other species.
154276917,Hygrophoropsis umbriceps,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,HYGROPHOROPSIDACEAE,Hygrophoropsis,umbriceps,,,,,(Cooke) McNabb,"<em>Hygrophoropsis umbriceps</em> is an uncommon but rather easily recognised mushroom known from the North Island and upper South Island of New Zealand. Historically the name has been incorrectly used for another rather more common, but easily distinguished and undescribed mushroom. Care is required to interpret historical data."
154285682,Macrocystidia reducta,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,MARASMIACEAE,Macrocystidia,reducta,,,,,E. Horak &amp; Capellano,<em>Macrocystidia reducta</em> is a distinct secotioid species with a fishy odour. It is a member of a saprophytic mushroom family with few species globally and the family phylogenetically isolated within the order. The species is sequence barcoded.
154290138,Russula albolutescens,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Russula,albolutescens,,,,,McNabb,"<em>Russula albolutescens</em> is one of the more recognisable but uncommon <em>Russula</em> species associated with Tea Tree (Myrtaceae) with a thin pale cap and pectinate cap edge. The genus has been extensively surveyed and studied in New Zealand over a period of 60 years. This species, and most other New Zealand <em>Russula</em> species are sequence barcoded."
154291888,Russula miniata,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Russula,miniata,,,,,McNabb,"In general, <em>Russula</em> species are noticeable but difficult to identify. <em>Russula miniata</em> is recognised because of its small stature, red colouration and association with beech (Nothofagaceaea). The genus has been extensively surveyed and studied in New Zealand over a period of 60 years. This species, and most other New Zealand <em>Russula</em> species are sequence barcoded."
154292955,Russula pleurogena,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,RUSSULACEAE,Russula,pleurogena,,,,,Buyck &amp; E. Horak,"<em>Russula pleurogena</em> is a small brown species, recognised because of its eccentric stem and habitat. The genus has been extensively surveyed and studied in New Zealand over a period of 60 years and this species not re-found since the original collection in 1981."
154321520,Amanita elongatospora,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AMANITACEAE,Amanita,elongatospora,,,,,A.E. Wood,"Wood (1997):<br/><br/>""This species is closely related to <em>A. sordidogrisea</em>, because both have grey caps, without conical warts and elongate spores. It differs from that species in having slightly more elongate spores, clamp connections, a persistent annulus, larger inflated cells in velar remains, and somewhat wider marginal cells. <em>Amanita griseoconica</em> differs in having conical warts on the cap and broadly ellipsoid spores. There seem to be no other similar species.""<br/><br/>Pat Leonard pers. comm:<br/><br/>""The Sunshine Coast collection&#160;keyed to <em>A. elangatospora</em> when first examined and the high Q value of the spores matches Wood’s figure and supports this conclusion. However, it is not clear whether the base has a volva or not. It is also possible that this is an undescribed species."""
154427870,Austroboletus viscidoviridis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Austroboletus,viscidoviridis,,,,,"N.A. Fechner, Bonito, T. Lebel &amp; Halling",This highly distinctive species was described in 2017. All collections have been examined.
154430456,Bondarzewia retipora,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,BONDARZEWIACEAE,Bondarzewia,retipora,,,,,(Cooke) M.D. Barrett,
154439566,Oudemansiella turbinispora,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,PHYSALACRIACEAE,Oudemansiella,turbinispora,,,,,P.S. Catches. &amp; T. Lebel,
154464996,Heimioporus australis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,BOLETACEAE,Heimioporus,australis,,,,,N.A. Fechner &amp; Halling,"This species was initially recorded in Australia under the name <em>Heimioporus japonicus</em>, however further work determined that it was a separate species, <em>Heimioporus australis</em>."
154488629,Hygrocybe boothii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,HYGROPHORACEAE,Hygrocybe,boothii,,,,,A.M. Young,<em></em>
154528917,Macrolepiota eucharis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,AGARICACEAE,Macrolepiota,eucharis,,,,,Vellinga &amp; Halling,
154529250,Meiorganum neocaledonicum,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,BOLETALES,PAXILLACEAE,Meiorganum,neocaledonicum,,,,,R. Heim,
154530249,Melanoleuca clelandii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,TRICHOLOMATACEAE,Melanoleuca,clelandii,,,,,Grgur.,
154599167,Hymenopellis atroruginosus,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,PHYSALACRIACEAE,Hymenopellis,atroruginosus,,,,,G. Eyssartier &amp; M. Ducousso,
154600854,Ileodictyon sp. nov. 'vert de garnierii',FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,PHALLALES,PHALLACEAE,Ileodictyon,sp. nov. 'vert de garnierii',,,,,,"Fruit body: emerald green, open-lattice cage; 60 - 150 mm diameter; often detaching from the volva upon full maturity; the arms are joined to create a cage-like structure with oval egg-shaped spaces in the net;the outer surface is typically wrinkled and may have a groove, the inner surface is usually more roughly corrugated across the width. Internally the arms consist of thick walled tubes.<strong><br/><br/>Egg: </strong>dingy white, up to 30 mm diameter, with white rhizomorphs at the base. The egg remnants become a whitish volva as the fruiting body emerges, however, the receptacle often detaches itself and may be carried by the wind for some distance from the place or origin.<strong><br/><br/>Stipe: </strong>absent, but the remains of the egg form a volva like base.<strong><br/><br/>Flesh: </strong>brittle and spongy.<strong><br/><br/>Gleba (Spore mass): </strong>olive-brown or sage-green, thick and slimy, carried on the inner surface of the arms.<strong><br/><br/>Smell: </strong>foetid, of rotting meat or faeces, and “faint, smelling of cheese”.<strong><br/><br/>Notes:</strong> this cage fungus is recognised by its form and emerald green colours. So far only known from New Caledonia."
154603516,Pluteus bressollensis,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,PLUTEACEAE,Pluteus,bressollensis,,,,,"Eyssart., Ducousso &amp; Buyck",
154605211,Podoserpula miranda,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AMYLOCORTICIALES,AMYLOCORTICIACEAE,Podoserpula,miranda,,,,,"Ducousso, S. Proust, D. Vigier &amp; Eyssart.",
154616396,Bondarzewia kirkii,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,RUSSULALES,BONDARZEWIACEAE,Bondarzewia,kirkii,,,,,"J.A. Cooper, Jia J. Chen &amp; B.K. Cui",
154619291,Mycena flavovirens,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,MYCENACEAE,Mycena,flavovirens,,,,,Sacc.,A well defined fungus which has been recorded as <em>Insiticia flavovirens</em>&#160;by some mycologists.
154634653,Cordierites acanthophorus,FUNGI,ASCOMYCOTA,LEOTIOMYCETES,HELOTIALES,HELOTIACEAE,Cordierites,acanthophorus,,,,,Samuels &amp; L.M. Kohn,DNA sequence data is needed for the New Zealand species to compare with existing data available for the type species (<em>Cordierites guiaensis</em> ex tropical America) to confirm generic name.
154635584,Berggrenia aurantiaca,FUNGI,ASCOMYCOTA,NOT ASSIGNED,NOT ASSIGNED,NOT ASSIGNED,Berggrenia,aurantiaca,,,,,Cooke,"<em>Berggrenia aurantiaca</em> is the type species of a monotypic genus, distinctive and relatively large (c. 2 cm across), superficially similar to the bright orange <em>Paurocotylis pila</em> but perhaps a little paler, and with a distinctive, pale yellow, short, stalk-like base."
154636537,Thuemenidium sp. nov. 'Australasia',FUNGI,ASCOMYCOTA,GEOGLOSSOMYCETES,GEOGLOSSALES,GEOGLOSSACEAE,Thuemenidium,sp. nov. 'Australasia',,,,,,"<em>Thuemenidium</em> sp. “Australasia” is here used for specimens identified from Australasia as <em>Thuemenidium berteroi</em> (Mont.) Gamundi (= <em>Geoglossum berteroi</em> (Mont.) Colenso). The latter is based on a type from Chile. Australasian material under this name is considered to be phylogenetically distinct from <em>T. berteroi</em> (fide PR Johnston), with designation as a new species pending further studies.<br/><br/>From Australia, <em>Mitrula vinosa</em>, with a type from Tasmania, is also considered to be synonymous. Spooner (1987) noted morphological differences in stipe microstructure between the type specimen of <em>M. vinosa</em> and Gamundi’s description of <em>T. berteroi</em>, and suggested that <em>T. berteroi</em> may belong in a genus separate from <em>Thuemenidium</em> on the basis of ascospore septation and size, and its lignicolous habit."
154700089,Anthracophyllum pallidum,FUNGI,BASIDIOMYCOTA,AGARICOMYCETES,AGARICALES,OMPHALOTACEAE,Anthracophyllum,pallidum,,,,,Segedin,"<em>Anthracophyllum pallidum</em> was described in 1993 and is a rarely recorded shell-like species with pinkish gills growing on <em>Olearia furfuracea</em>. The genus has a largely tropical distribution. Other similar but common species have occasionally been misidentified as this species, specifically <em>Campanella</em> and <em>Gymnopus</em>."
154811245,Cordyceps hauturu,FUNGI,ASCOMYCOTA,SORDARIOMYCETES,HYPOCREALES,CORDYCIPITACEAE,Cordyceps,hauturu,,,,,Dingley,"<em>Cordyceps hauturu</em> is a New Zealand endemic insect parasite, described in 1953 by Joan Dingley, an experienced mycologist who noted its distinction from the superficially similar and more common <em>Ophiocordyceps robertsii</em>. The latter species, known to Māori as āwheto, was collected and burnt to produce a black pigment for tattooing. Possibly, <em>C. hauturu</em> was used for the same purpose.<br/><br/>Apart from the holotype and a second specimen included in the protologue (both from the Auckland region), no other specimens were identified under this name until recently. In 2019, three additional specimens (one predating the holotype) were distinguished by macromorphology by Peter R. Johnston from among 55 Fungarium PDD specimens of <em>O. robertsii</em> and 107 specimens of <em>Cordyceps</em> species.&#160; <em>O. robertsii</em> has discrete perithecia, while those of <em>C. hauturu</em> are more immersed and somewhat stromatic."
154811723,Mitrulinia sp. nov. 'New Zealand',FUNGI,ASCOMYCOTA,LEOTIOMYCETES,HELOTIALES,SCLEROTINIACEAE,Mitrulinia,sp. nov. 'New Zealand',,,,,,"<em>Mitrulinia ushuaiae</em> was described from South America. New Zealand material so-identified is considered to be a different species within <em>Mitruliana</em> (fide Peter Johnston). DNA sequences from a NZ specimen suggest that this fungus is phylogenetically isolated in the Leotiomycetes. But there is a South American Leotiomycete sequence (KY462418) that is very close and likely to be <em>Mitrulinia ushuaiae</em>, but probably not the same species as New Zealand specimens.<br/><br/>The New Zealand species is macroscopically distinctive, and the few collections indicate that, although widespread, it is not common. It has not been collected personally by ascomycete specialist Peter Johnston in over 4 decades of collecting."
154816078,Orbiliopsis callistea,FUNGI,ASCOMYCOTA,LEOTIOMYCETES,HELOTIALES,NOT ASSIGNED,Orbiliopsis,callistea,,,,,Syd.,"This is a New Zealand endemic, described in 1924 based on a specimen from 1921, and not collected again on mainland New Zealand. It has been recorded on Stewart Island and subantarctic Auckland Island 2000-2006."
